"Director_Name","Language","Language_Fullname"
"Martin Pullen","en","English"
"Rafael Gordon","en","English"
"Gustav Deutsch","en","English"
"Claude Mouriéras","en","English"
"Carol Black","en","English"
"Ricardo Franco","es","Spanish; Castilian"
"Arthur Dong","en","English"
"Pablo García Pérez de Lara","en","English"
"Miguel Madrid","es","Spanish; Castilian"
"Ricardo Wullicher","es","Spanish; Castilian"
"Federico Luppi","en","English"
"Carlos Orellana","es","Spanish; Castilian"
"Óskar Thór Axelsson","en","English"
"Silja Hauksdóttir","is","Icelandic"
"Trudie Styler","en","English"
"Mariken  Halle","en","English"
"Joseph Pierson","en","English"
"Catherine Tatge","en","English"
"Byron Q","en","English"
"RZA","en","English"
"Rafa Cortés","en","English"
"Ruaridh Arrow","en","English"
"Mimmo Paladino","it","Italian"
"Zeming Zhang","en","English"
"Erik Eger","en","English"
"Richard LaBrie","en","English"
"Yoji Kuri","ja","Japanese"
"Drew Daywalt","en","English"
"Dan Svátek","cs","Czech"
"Sushil Rajpal","en","English"
"Adele Romanski","en","English"
"Adam Leon","en","English"
"Jay Bulger","en","English"
"Sara Driver","en","English"
"Bruce Morris","en","English"
"Andrei Libenson","ru","Russian"
"Egor Baranov","ru","Russian"
"Matthew Lillard","en","English"
"Brian M. Cassidy","en","English"
"Chris James Thompson","en","English"
"Brian Knappenberger","en","English"
"Raúl Artigot","es","Spanish; Castilian"
"Patrick Forbes","en","English"
"James Gavin Bedford","en","English"
"Nate Meyer","en","English"
"Karen Skloss","en","English"
"Carles Torrens","en","English"
"Moon-Tong Lau","cn",NA
"Gabriel Bartalos","en","English"
"Clint Lien","en","English"
"Mark Bussell","en","English"
"Sherri Kauk","en","English"
"Gennadi Ostrovsky","ru","Russian"
"Bob Dylan","en","English"
"Joel Souza","en","English"
"Paul Hamann","en","English"
"Daniel Boyd","en","English"
"Jeremy Zerechak","en","English"
"Roshell Bissett","en","English"
"Kleber Mendonça Filho","pt","Portuguese"
"Eugene Frenke","en","English"
"Maria Demopoulos","en","English"
"Jacob Krupnick","en","English"
"Martha Stephens","en","English"
"Poull Brien","en","English"
"Ya'Ke Smith","en","English"
"Jim Hanley","en","English"
"Tracy Keenan Wynn","en","English"
"Mark Warren","en","English"
"Sanjoy Nag","en","English"
"Stewart Copeland","en","English"
"Bob Willems","en","English"
"Abram Room","ru","Russian"
"C. Martín Ferrera","es","Spanish; Castilian"
"Chûsei Sone","ja","Japanese"
"Zachary Hansen","en","English"
"Cédric Jimenez","en","English"
"Enric Folch","es","Spanish; Castilian"
"Greg Loftin","en","English"
"Jan Tenhaven","de","German"
"Görel Crona","sv","Swedish"
"Pierre Barouh","en","English"
"Kristy Guevara-Flanagan","en","English"
"Christophe Farnarier","es","Spanish; Castilian"
"Claude Fournier","fr","French"
"Manolo Nieto","en","English"
"Ralf Schmerberg","en","English"
"Anniken Hoel","en","English"
"Birgitte Stærmose","da","Danish"
"Adam Abraham","en","English"
"Joaquim Sapinho","en","English"
"Alex Kurtzman","en","English"
"Tanner Beard","en","English"
"Lisa R. Cohen","en","English"
"Mark Bacci","en","English"
"Jasmine McGlade","en","English"
"Adam Traynor","en","English"
"Fernando Muraca","en","English"
"John Cernak","en","English"
"Nicola Bellucci","en","English"
"Jan Schomburg","de","German"
"Christopher Taylor","en","English"
"Gene Deitch","en","English"
"Braden King","en","English"
"Helene Klodawsky","en","English"
"Leon Dai","zh","Chinese"
"Vikram Gandhi","en","English"
"Ignacio Vilar","en","English"
"Max Hattler","en","English"
"Raimon Masllorens","en","English"
"Andreas Struck","de","German"
"Edgar Neville","en","English"
"Carlos Varela","en","English"
"Srinath Samarasinghe","fr","French"
"Doron Tsabari","en","English"
"Kelly Parker","en","English"
"Takako Miyahira","en","English"
"Garth Maxwell","en","English"
"Alain Mazars","en","English"
"Carlos Siguion-Reyna","en","English"
"Sidney Meyers","en","English"
"A. Sarkunam","ta","Tamil"
"Norry Niven","en","English"
"Mona J. Hoel","en","English"
"Nicky Gogan","en","English"
"Jody Wheeler","en","English"
"Tien-yu Fu","zh","Chinese"
"Dmitriy Dyuzhev","ru","Russian"
"Kip Pastor","en","English"
"Ben Kempas","en","English"
"Richard Desjardins","fr","French"
"Pedro Pires","en","English"
"Shira Lane","en","English"
"Michale Boganim","en","English"
"Gabriel Mariño","en","English"
"Miranda Bailey","en","English"
"Claude Gagnon","en","English"
"Frédéric Lepage","fr","French"
"Anne Wild","de","German"
"Scott Di Lalla","en","English"
"Heloisa Sartorato","en","English"
"Jérôme Le Maire","en","English"
"Dragomir Sholev","en","English"
"Nicolás Pereda","es","Spanish; Castilian"
"Petr Lom","en","English"
"Oleg Sentsov","en","English"
"Cyril Mennegun","en","English"
"Jason Cortlund","en","English"
"Kwang-kuk Lee","ko","Korean"
"Kyung-Mook Kim","ko","Korean"
"David Mueller","en","English"
"Carl Sandburg","en","English"
"Peter McDonald","en","English"
"Ine Schenkkan","en","English"
"Mercedes Stalenhoef","en","English"
"Isabelle Vossart","en","English"
"Franco Dragone","en","English"
"Rune Schjøtt","da","Danish"
"Tamara Miranda","en","English"
"Yan Ting Yuen","en","English"
"Francesco Falaschi","en","English"
"Kurt Anderson","en","English"
"Davide Barletti","it","Italian"
"Hans Hylkema","en","English"
"Benito Perojo","en","English"
"John Sheppard","en","English"
"José María Nunes","en","English"
"Javier Corcuera","en","English"
"Enrique Cahen Salaberry","es","Spanish; Castilian"
"Jorge Olguín","en","English"
"Nils Poppe","en","English"
"Penny Vozniak","en","English"
"Dain Said","ms","Malay"
"Peter Nicks","en","English"
"Rania Attieh","ar","Arabic"
"Manuel von Stürler","en","English"
"John Shank","en","English"
"Mohsen Melliti","en","English"
"Rodrigo Moreno","en","English"
"David Brundige","en","English"
"Mateo Cano","en","English"
"Samuel Collardey","fr","French"
"Joel Soler","en","English"
"Dom DeLuise","en","English"
"Lew Ayres","en","English"
"Eric Wostenberg","en","English"
"Micki Dickoff","en","English"
"Matt D'Elia","en","English"
"Benjamin Gilmour","ps","Pushto; Pashto"
"Sabiha Sumar","en","English"
"Román Viñoly Barreto","en","English"
"Aaron Burk","en","English"
"Francisco Rovira Beleta","es","Spanish; Castilian"
"Alexis Kanner","en","English"
"Ray Argall","en","English"
"Lance Bachelder","en","English"
"Lars Henning Jung","de","German"
"Winsor McCay","en","English"
"Eugenie Jansen","en","English"
"Eduardo de Gregorio","en","English"
"Mariusz Grzegorzek","en","English"
"Keith Wright","en","English"
"Derek Franson","en","English"
"Boris Rodriguez","en","English"
"Lucky Kuswandi","en","English"
"Elinor Burkett","en","English"
"Gyeong-tae Roh","ko","Korean"
"Bente Milton","da","Danish"
"Jacob Hatley","en","English"
"Benjamin David Hoffman","en","English"
"Dejan Aćimović","en","English"
"Carl H. Lindahl","en","English"
"Chris Nash","en","English"
"Annick Blanc","en","English"
"Alain Fournier","en","English"
"Randy Cheveldave","fr","French"
"Patrick Roddy","en","English"
"Juan Antin","es","Spanish; Castilian"
"Anna Negri","it","Italian"
"Adi Lavy","en","English"
"Antonio Leonviola","it","Italian"
"Nahid Persson Sarvestani","en","English"
"Marco Luca Cattaneo","it","Italian"
"Yuri Ozerov","ru","Russian"
"William Roth","en","English"
"Anders Refn","da","Danish"
"David Färdmar","sv","Swedish"
"Jan Němec","cs","Czech"
"Jean-François Hassoun","en","English"
"Shari Cookson","en","English"
"David Barras","en","English"
"Ivan Nitchev","en","English"
"Dave Fraunces","de","German"
"Simon Callow","en","English"
"Albert Arizza","en","English"
"Beverly Kopf","en","English"
"Romain Lévy","fr","French"
"Phoebe Hart","en","English"
"Rick McKay","en","English"
"John Haptas","en","English"
"David Wicht","en","English"
"Zheng Jun-Li","en","English"
"Jason Alexander","en","English"
"Peter Riegert","en","English"
"Francis Mankiewicz","en","English"
"Gabriel Abrantes","en","English"
"Peter Fisk","en","English"
"Séverine Cornamusaz","fr","French"
"Luis Sepúlveda","en","English"
"Paul Knight","en","English"
"Uli Stelzner","en","English"
"Francisco Hervé","en","English"
"Jonathan Gurfinkel","he","Hebrew"
"Raffaele Brunetti","en","English"
"Miao Wang","en","English"
"Alex Hammond","en","English"
"Ralph Fiennes","en","English"
"Chiu Chung-Hing","zh","Chinese"
"Nanna Huolman","sv","Swedish"
"Leonide Moguy","en","English"
"Pippo Mezzapesa","it","Italian"
"Dan Cutforth","en","English"
"Ayten Amin","ar","Arabic"
"George C. Scott","en","English"
"James Head","en","English"
"Ventura Durall","ca","Catalan; Valencian"
"Lawrence Roeck","en","English"
"Elizabeth Farnsworth","en","English"
"Helgi Felixson","en","English"
"Chin Ka-Lok","cn",NA
"Per-Åke Holmquist","en","English"
"German Kral","de","German"
"Fernando Guillén Cuervo","en","English"
"Crispian Mills","en","English"
"Neil Diamond","en","English"
"John W. Walter","en","English"
"Aldo Vergano","it","Italian"
"Rona Mark","en","English"
"Brent Green","en","English"
"Katsumi Sakaguchi","en","English"
"Kiko Goifman","pt","Portuguese"
"Chee Kong Cheah","en","English"
"Nacho Martín","en","English"
"Denis Delestrac","en","English"
"Serik Aprimov","en","English"
"Jake Mahaffy","en","English"
"Gustavo Steinberg","en","English"
"Carlos Armella","en","English"
"Hitoshi Ohne","ja","Japanese"
"Yusuf Pirhasan","tr","Turkish"
"Bill Cote","en","English"
"Sérgio Ricardo","pt","Portuguese"
"Patrick Rea","en","English"
"Valentín Javier Diment","en","English"
"Hajime Ohata","en","English"
"Sergio Bizzio","es","Spanish; Castilian"
"Ryan Miningham","en","English"
"Leopold Lindtberg","de","German"
"Balaji Mohan","ta","Tamil"
"Colette Bothof","nl","Dutch; Flemish"
"Pablo Aravena","en","English"
"Ali Mohammed Ghasemi","en","English"
"In-soo Radstake","en","English"
"PES","en","English"
"Siniša Dragin","en","English"
"Christoph Gampl","de","German"
"Konstantin Yudin","ru","Russian"
"Kenneth A. Carlson","en","English"
"Dana Flor","en","English"
"Alex E. Kleinberger","de","German"
"Daniel Knauf","it","Italian"
"Chris Trebilcock","en","English"
"Kan Ping Yu","zh","Chinese"
"Kôzaburô Yoshimura","en","English"
"Alvin Ecarma","en","English"
"Steve Goltz","en","English"
"Erik S. Weigel","en","English"
"Jeff Kopas","en","English"
"Klaus Hundsbichler","en","English"
"Stuart Schulberg","en","English"
"Tony Gerber","en","English"
"Dianne Whelan","en","English"
"Flávio Tambellini","pt","Portuguese"
"Aleksey Andrianov","ru","Russian"
"Guido Henderickx","nl","Dutch; Flemish"
"Felipe Vega","en","English"
"Kari Paljakka","fi","Finnish"
"Filip Tegstedt","en","English"
"Chris Eska","en","English"
"Vincent Brando","en","English"
"Adam Bartlett","en","English"
"Geoff Dunbar","en","English"
"Mushon Salmona","en","English"
"Larisa Sadilova","en","English"
"José Luis Torres Leiva","es","Spanish; Castilian"
"Esaias Baitel","en","English"
"David Blanco","en","English"
"Álvaro García-Capelo","en","English"
"Diego Galán","en","English"
"Sarah Goodman","en","English"
"Peter Chappell","en","English"
"Franck Guérin","en","English"
"Peter Filardi","en","English"
"Chad Hartigan","en","English"
"Manuel Iglesias","es","Spanish; Castilian"
"Josep Maria Forn","es","Spanish; Castilian"
"Steffen Weinert","de","German"
"Tom Gerhardt","de","German"
"Jonathan Gruber","en","English"
"John Haslett Cuff","en","English"
"Frederic Moffet","en","English"
"Elizabeth Holder","en","English"
"Bruce Van Dusen","en","English"
"Luis Alberto Restrepo","en","English"
"Robert Stromberg","en","English"
"Jeff Morris","en","English"
"Elena Trapé","es","Spanish; Castilian"
"Roberto Benabib","en","English"
"Meir Sharony","en","English"
"Lawrence Michael Levine","en","English"
"Juan Pinzás","en","English"
"David J. Francis","en","English"
"Paul Bunnell","en","English"
"Afonso Poyart","pt","Portuguese"
"Weikai Huang","en","English"
"Malcolm Leo","en","English"
"Evan Mather","en","English"
"Stephanie Morgenstern","en","English"
"Robert Bradbrook","en","English"
"Lara Fitzgerald","en","English"
"David Spaltro","en","English"
"Eduardo Vaisman","en","English"
"Teddy Sharkova","en","English"
"Joan Rivers","en","English"
"Eric Baudelaire","en","English"
"Nirvan Mullick","en","English"
"Ramona S. Diaz","en","English"
"Davy Chou","fr","French"
"Julia Murat","pt","Portuguese"
"Jamie Meltzer","en","English"
"Benjamin Kahlmeyer","de","German"
"Pema Tseden","en","English"
"Elizabeth Mims","en","English"
"Shangjun Cai","zh","Chinese"
"Rolando Colla","it","Italian"
"Paul Lacoste","en","English"
"Kajirô Yamamoto","ja","Japanese"
"Emilio Gómez Muriel","en","English"
"Alberto Mariscal","en","English"
"Rebecca Richman Cohen","en","English"
"Jaime de Armiñán","es","Spanish; Castilian"
"Oliver Berben","de","German"
"Alexia Anastasio","en","English"
"Avie Luthra","en","English"
"Jane Manning","en","English"
"David Cairns","en","English"
"A. Jonathan Benny","en","English"
"Brett W. Wagner","en","English"
"José López Rubio","es","Spanish; Castilian"
"Vladimir Krasnopolsky","ru","Russian"
"Angelino Fons","en","English"
"David Krentz","en","English"
"Martin Witz","de","German"
"Linda Otto","en","English"
"Klaartje Quirijns","en","English"
"Shoojit Sircar","hi","Hindi"
"Joaquin Montalvan","en","English"
"Midi Z","zh","Chinese"
"Tadeu Jungle","pt","Portuguese"
"Arman T. Riahi","de","German"
"Macario De Souza","en","English"
"Babubhai Mistri","hi","Hindi"
"Amr Salama","ar","Arabic"
"Linda Hawkins","en","English"
"Cheol-Mean Whang","en","English"
"Yûichi Onuma","en","English"
"David Nordstrom","en","English"
"Anne Émond","fr","French"
"Paul Leaf","en","English"
"Ermek Tursunov","kk","Kazakh"
"Issa Serge Coelo","en","English"
"Robert Bramkamp","de","German"
"Michel Lipkes","en","English"
"Brandon Cahoon","en","English"
"Daniel Lucchesi","en","English"
"Josh Evans","en","English"
"Mathieu Demy","fr","French"
"John Callas","en","English"
"Gonzalo Herralde","en","English"
"Brian Dennehy","en","English"
"Hannu Salonen","de","German"
"Frank V. Ross","en","English"
"Kelvin Kyung Kun Park","en","English"
"Kathy Bates","en","English"
"Annie J. Howell","en","English"
"Janno Põldma","et","Estonian"
"László Pal","en","English"
"Doug Hawes-Davis","en","English"
"Angad Bhalla","en","English"
"Jason Banker","en","English"
"Didier Cros","en","English"
"Yousry Nasrallah","ar","Arabic"
"William Wedig","en","English"
"Johan Kramer","en","English"
"Ahmet Ulucay","en","English"
"Brad Ableson","en","English"
"Patrice Toye","nl","Dutch; Flemish"
"Mohamed Yassin","ar","Arabic"
"Sid Smith","en","English"
"Corey Lee","en","English"
"Omar Majeed","en","English"
"Maya Gallus","en","English"
"Anne-Grethe Bjarup Riis","da","Danish"
"Michael J. Sheridan","en","English"
"Domingo Viladomat","en","English"
"Alexander Gentelev","en","English"
"Cristina Andreu","en","English"
"Oliver Ruts","en","English"
"Sergio Bayo","en","English"
"Thomas Wangsmo","en","English"
"Jorge Paixão da Costa","en","English"
"Loren Mendell","en","English"
"Mani Kaul","en","English"
"Julián Quintanilla","en","English"
"Nuno Rocha","en","English"
"Munro Ferguson","en","English"
"Frederikke Aspöck","da","Danish"
"Art Babbitt","en","English"
"David Dilley","en","English"
"Eriko Kitagawa","ja","Japanese"
"Bernard Queysanne","en","English"
"Gianni Minà","es","Spanish; Castilian"
"Goffredo Alessandrini","en","English"
"José Truchado","es","Spanish; Castilian"
"Marcos Zurinaga","es","Spanish; Castilian"
"Iria Gómez Concheiro","es","Spanish; Castilian"
"Christian Eklöw","sv","Swedish"
"Simon Sprackling","en","English"
"John Chuldenko","en","English"
"Nancy Buirski","en","English"
"Rafael Corkidi","en","English"
"Martin Nicholson","en","English"
"Evald Schorm","cs","Czech"
"Gianfranco Giagni","it","Italian"
"Patrick Bokanowski","en","English"
"Omid Nooshin","en","English"
"Dulce Fernandes","en","English"
"Rui Simões","en","English"
"Isaak Fridberg","ru","Russian"
"Chris Graves","en","English"
"Gorka Vázquez","en","English"
"Vera Fogwill","es","Spanish; Castilian"
"Susumu Hani","ja","Japanese"
"Andrew Dosunmu","en","English"
"Wolfgang Weigl","de","German"
"Juan Luis Buñuel","fr","French"
"Joe Mantegna","en","English"
"Alicia Duffy","en","English"
"John Dorsey","en","English"
"David J. Corbett","en","English"
"Elio Quiroga","en","English"
"Ben Hibon","en","English"
"Pedro Pérez Rosado","es","Spanish; Castilian"
"Hatem Ali","en","English"
"Armando Garces","en","English"
"Ronna Gradus","en","English"
"Di Drew","en","English"
"Yuichi Fukuda","ja","Japanese"
"Makoto Shinozaki","ja","Japanese"
"Oskar Fischinger","en","English"
"David Sander","en","English"
"Fredrik von Krusenstjerna","en","English"
"Jeanie Ackley","en","English"
"Emiko Omori","en","English"
"John Keating","en","English"
"Torstein Grude","en","English"
"Jamie Neese","en","English"
"Cesar Montano","en","English"
"Richard Brouillette","en","English"
"Rachel Landers","en","English"
"Hannah Rothschild","en","English"
"Nedeljko Dragić","hr","Croatian"
"Jean-Philippe Tremblay","en","English"
"Phil Solomon","en","English"
"Naoki Ichio","ja","Japanese"
"Robert Beavers","en","English"
"Rossano Brazzi","en","English"
